Provincia;Partido;Localidad;Link Indec;ADSL;CABLEMODEM;DIAL UP;FIBRA OPTICA;OTROS;SATELITAL;WIMAX;WIRELESS;Total general;
CHACO;Libertador General San Martí;La Eduvigis;22084030; -   ; -   ; -   ; -   ; -   ; 1 ; -   ; -   ; 1 ;
CHACO;Libertador General San Martí;Laguna Limpia;22084040; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 81 ; 81 ;
CHACO;Libertador General San Martí;Pampa Almiró;22084050; -   ; -   ; -   ; 26 ; -   ; -   ; -   ; 27 ; 53 ;
CHACO;Libertador General San Martí;Pampa del Indio;22084060; -   ; -   ; -   ; 25 ; -   ; 2 ; -   ; 515 ; 542 ;
CHACO;Libertador General San Martí;Presidencia Roca;22084070; -   ; -   ; -   ; 13 ; -   ; 2 ; -   ; 119 ; 134 ;
CHACO;Maip�;Tres Isletas;22091010; 414 ; -   ; -   ; -   ; -   ; -   ; -   ; 77 ; 491 ;
CHACO;Mayor Luis J. Fontana;Coronel Du Graty;22098010; 122 ; 73 ; -   ; 264 ; -   ; 1 ; -   ; 516 ; 976 ;
CHACO;Mayor Luis J. Fontana;Enrique Urié;22098020; -   ; -   ; -   ; 37 ; -   ; -   ; -   ; -   ; 37 ;
CHACO;Mayor Luis J. Fontana;Villa Angela;22098030; 2.515 ; 1 ; -   ; 852 ; -   ; -   ; -   ; 406 ; 3.774 ;
CHACO;O Higgins;La Clotilde;22112010; -   ; 32 ; -   ; 78 ; 116 ; 1 ; -   ; -   ; 227 ;
CHACO;O Higgins;La Tigra;22112020; 1 ; -   ; -   ; -   ; 252 ; 1 ; -   ; -   ; 254 ;
CHACO;O Higgins;San Bernardo;22112030; 147 ; -   ; -   ; 14 ; 38 ; 3 ; -   ; -   ; 202 ;
CHACO;OTROS;OTROS;Sin Datos; -   ; -   ; -   ; -   ; 24 ; -   ; -   ; -   ; 24 ;
CHACO;Presidencia de la Plaza;Presidencia de la Plaza;22119010; 196 ; 550 ; -   ; 58 ; -   ; -   ; -   ; 1 ; 805 ;
CHACO;Quitilipi;Quitilipi;22133010; 813 ; -   ; -   ; 69 ; -   ; -   ; -   ; 123 ; 1.005 ;
CHACO;Quitilipi;Villa El Palmar;22133020; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 43 ; 43 ;
CHACO;San Fernando;Barranqueras;22140010; 115 ; 3.867 ; -   ; 146 ; -   ; -   ; -   ; 15 ; 4.143 ;
CHACO;San Fernando;Basail;22140020; 97 ; 67 ; -   ; -   ; -   ; 1 ; -   ; 57 ; 222 ;
CHACO;San Fernando;Fontana;22140040; -   ; -   ; -   ; 110 ; -   ; -   ; -   ; 147 ; 257 ;
CHACO;San Fernando;OTROS;Sin Datos; -   ; -   ; -   ; -   ; -   ; 3 ; -   ; -   ; 3 ;
CHACO;San Fernando;Puerto Vilelas;22140050; -   ; -   ; -   ; 9 ; -   ; 1 ; -   ; -   ; 10 ;
CHACO;San Fernando;Resistencia;22140060; 10.333 ; 54.375 ; 5 ; 26.973 ; 2 ; 6 ; -   ; 193 ; 91.887 ;
CHACO;San Lorenzo;Samuh�;22147010; -   ; -   ; -   ; -   ; -   ; 1 ; -   ; -   ; 1 ;
CHACO;San Lorenzo;Villa Berthet;22147020; -   ; -   ; -   ; 32 ; -   ; 1 ; -   ; 755 ; 788 ;
CHACO;Sargento Cabral;Capitán Solar;22154010; -   ; -   ; -   ; 81 ; -   ; -   ; -   ; 30 ; 111 ;
CHACO;Sargento Cabral;Colonia Elisa;22154020; -   ; -   ; -   ; -   ; -   ; 2 ; -   ; -   ; 2 ;
CHACO;Sargento Cabral;Colonias Unidas;22154030; -   ; -   ; -   ; 320 ; -   ; -   ; -   ; 15 ; 335 ;
CHACO;Sargento Cabral;Las Garcitas;22154050; -   ; -   ; -   ; -   ; -   ; 1 ; -   ; 114 ; 115 ;
CHACO;Tapenag�;Charadai;22161010; -   ; -   ; -   ; 27 ; -   ; 1 ; -   ; -   ; 28 ;
CHUBUT;Biedma;Arroyo Verde;26007010; -   ; -   ; -   ; -   ; -   ; 3 ; -   ; -   ; 3 ;
CHUBUT;Biedma;Puerto Madryn;26007020; 3.648 ; 24.546 ; 200 ; 3.781 ; 5.283 ; 11 ; -   ; 2.756 ; 40.225 ;
CHUBUT;Biedma;Puerto Pirámid;26007030; -   ; -   ; -   ; -   ; -   ; 1 ; -   ; 37 ; 38 ;
CHUBUT;Biedma;Quinta El Mirador;26007040; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 22 ; 22 ;
CHUBUT;Biedma;Reserva Area Protegida El Doradillo;26007050; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 127 ; 127 ;
CHUBUT;Cushamen;Cholila;26014020; -   ; -   ; 1 ; -   ; -   ; 1 ; -   ; -   ; 2 ;
CHUBUT;Cushamen;El Hoyo;26014040; 174 ; -   ; -   ; 485 ; -   ; -   ; -   ; 712 ; 1.371 ;
CHUBUT;Cushamen;Epuyé;26014060; 1.184 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 1.184 ;
CHUBUT;Cushamen;Gualjaina;26014070; -   ; -   ; -   ; -   ; -   ; 2 ; -   ; -   ; 2 ;
CHUBUT;Cushamen;Lago Puelo;26014090; 290 ; -   ; -   ; 134 ; -   ; -   ; -   ; 729 ; 1.153 ;
CHUBUT;Cushamen;Leleque;26014100; -   ; -   ; -   ; -   ; -   ; 3 ; -   ; -   ; 3 ;
CHUBUT;Cushamen;El Maité;26014050; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 625 ; 625 ;
CHUBUT;Escalante;Comodoro Rivadavia;26021030; 19.602 ; 13.126 ; 248 ; 1.739 ; 336 ; 43 ; -   ; 16.687 ; 51.781 ;
CHUBUT;Escalante;Diadema Argentina;26021040; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 328 ; 328 ;
CHUBUT;Escalante;Rada Tilly;26021050; 1.143 ; 1 ; 34 ; 1.206 ; 54 ; -   ; -   ; 418 ; 2.856 ;
CHUBUT;Escalante;Acceso Norte;26021020; -   ; -   ; -   ; -   ; -   ; 2 ; -   ; -   ; 2 ;
CHUBUT;Escalante;Barrio Caleta Cordova;26021020; -   ; -   ; -   ; -   ; -   ; 2 ; -   ; -   ; 2 ;
CHUBUT;Escalante;Km. 11 - Cuarteles;26021020; -   ; -   ; -   ; -   ; -   ; 1 ; -   ; -   ; 1 ;
CHUBUT;Florentino Ameghino;Camarones;26028010; -   ; -   ; -   ; -   ; -   ; 1 ; -   ; 208 ; 209 ;
CHUBUT;Florentino Ameghino;Garayalde;26028020; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 3 ; 3 ;
CHUBUT;Futaleuf�;Corcovado;26035020; -   ; -   ; 1 ; -   ; -   ; 2 ; -   ; -   ; 3 ;
CHUBUT;Futaleuf�;Esquel;26035030; 7.142 ; 1.522 ; 40 ; -   ; -   ; 3 ; -   ; 4.498 ; 13.205 ;
CHUBUT;Futaleuf�;Los Cipreses;26035050; -   ; -   ; -   ; -   ; -   ; 1 ; -   ; -   ; 1 ;
CHUBUT;Futaleuf�;Trevelí;26035060; 472 ; -   ; 19 ; -   ; 18 ; 1 ; -   ; 536 ; 1.046 ;
CHUBUT;Futaleuf�;Villa Futalaufquen;26035070; -   ; -   ; -   ; -   ; -   ; 9 ; -   ; -   ; 9 ;
CHUBUT;Futaleuf�;Lago Rosario;26035040; -   ; -   ; -   ; -   ; -   ; 1 ; -   ; -   ; 1 ;
CHUBUT;Gaiman;28 de Julio;26042040; -   ; -   ; -   ; 12 ; 1 ; 1 ; -   ; -   ; 14 ;
CHUBUT;Gaiman;Dolavon;26042020; -   ; -   ; 3 ; 55 ; 50 ; 1 ; -   ; -   ; 109 ;
CHUBUT;Gaiman;Gaiman;26042030; 223 ; -   ; 15 ; 90 ; 658 ; 2 ; -   ; -   ; 988 ;
CHUBUT;Gaiman;OTROS;Sin Datos; -   ; -   ; -   ; -   ; -   ; 14 ; -   ; -   ; 14 ;
CHUBUT;Gastre;Blancuntre;26049010; -   ; -   ; -   ; -   ; -   ; 1 ; -   ; -   ; 1 ;
CHUBUT;Gastre;El Escorial;26049020; -   ; -   ; -   ; -   ; -   ; 1 ; -   ; -   ; 1 ;
CHUBUT;Gastre;Lagunita Salada;26049040; -   ; -   ; -   ; -   ; -   ; 1 ; -   ; 7 ; 8 ;
CHUBUT;Gastre;Yala Laubat;26049050; -   ; -   ; -   ; -   ; -   ; 1 ; -   ; -   ; 1 ;
CHUBUT;Gastre;Gastre;26049030; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 103 ; 103 ;
CHUBUT;Languiñe;Aldea Epulef;26056010; -   ; -   ; -   ; -   ; -   ; 1 ; -   ; 5 ; 6 ;
CHUBUT;Languiñe;Carrenleuf�;26056020; -   ; -   ; -   ; -   ; -   ; 1 ; -   ; -   ; 1 ;
CHUBUT;Languiñe;Colan Conhue;26056030; -   ; -   ; -   ; -   ; -   ; 1 ; -   ; 4 ; 5 ;
CHUBUT;Languiñe;Paso del Sapo;26056040; -   ; -   ; -   ; -   ; -   ; 2 ; -   ; 30 ; 32 ;
CHUBUT;Languiñe;Tecka;26056050; -   ; -   ; -   ; -   ; -   ; 1 ; -   ; -   ; 1 ;
CHUBUT;Mártire;El Mirasol;26063010; -   ; -   ; -   ; -   ; -   ; 1 ; -   ; -   ; 1 ;
CHUBUT;Mártire;Las Plumas;26063020; -   ; -   ; -   ; -   ; -   ; 1 ; -   ; -   ; 1 ;
CHUBUT;Paso de Indios;Cerro Cóndo;26070010; -   ; 1 ; -   ; -   ; -   ; 1 ; -   ; -   ; 2 ;
CHUBUT;Paso de Indios;Los Altares;26070020; -   ; -   ; -   ; -   ; -   ; 1 ; -   ; 2 ; 3 ;
CHUBUT;Paso de Indios;Paso de Indios;26070030; -   ; -   ; -   ; -   ; -   ; 1 ; -   ; -   ; 1 ;
CHUBUT;Rawson;Playa Unió;26077020; 675 ; 209 ; 12 ; 101 ; 1 ; -   ; -   ; 421 ; 1.419 ;
CHUBUT;Rawson;Rawson;26077030; 1.747 ; 8.805 ; 41 ; 774 ; 300 ; 1 ; -   ; 343 ; 12.011 ;
CHUBUT;Rawson;Trelew;26077040; 6.877 ; 23.996 ; 287 ; 722 ; 1.094 ; 3 ; -   ; 1.130 ; 34.109 ;
CHUBUT;Rawson;Playa Magagna;26077010; -   ; 1.700 ; -   ; -   ; -   ; -   ; -   ; 3 ; 1.703 ;
CHUBUT;Río Sengue;Aldea Apeleg;26084010; -   ; -   ; -   ; -   ; -   ; 1 ; -   ; 1 ; 2 ;
CHUBUT;Río Sengue;Aldea Beleiro;26084020; -   ; -   ; -   ; -   ; -   ; 2 ; -   ; -   ; 2 ;
CHUBUT;Río Sengue;Alto Río Sengue;26084030; -   ; -   ; 1 ; -   ; -   ; 2 ; -   ; 1 ; 4 ;
CHUBUT;Río Sengue;Doctor Ricardo Rojas;26084040; -   ; -   ; -   ; -   ; -   ; 1 ; -   ; -   ; 1 ;
CHUBUT;Río Sengue;Facundo;26084050; -   ; -   ; -   ; -   ; -   ; 1 ; -   ; 41 ; 42 ;
CHUBUT;Río Sengue;Lago Blanco;26084060; -   ; -   ; -   ; -   ; -   ; 1 ; -   ; -   ; 1 ;
CHUBUT;Río Sengue;Río May;26084070; 140 ; -   ; -   ; 4 ; -   ; 3 ; -   ; 621 ; 768 ;
CHUBUT;Sarmiento;Buen Pasto;26091010; -   ; -   ; -   ; -   ; -   ; 1 ; -   ; -   ; 1 ;
CHUBUT;Sarmiento;SARMIENTO;26091020; 2.133 ; 1 ; -   ; 712 ; -   ; 2 ; -   ; 270 ; 3.118 ;
CHUBUT;Tehuelches;Gobernador Costa;26098020; -   ; -   ; 1 ; -   ; -   ; -   ; -   ; -   ; 1 ;
CHUBUT;Tehuelches;José de San Mart�;26098030; -   ; -   ; -   ; -   ; -   ; 1 ; -   ; -   ; 1 ;
CHUBUT;Tehuelches;Río Pic;26098040; -   ; -   ; 1 ; -   ; -   ; 2 ; -   ; -   ; 3 ;
CHUBUT;Telsen;Gan Gan;26105010; -   ; -   ; -   ; -   ; 1 ; 1 ; -   ; 11 ; 13 ;
CHUBUT;Telsen;Telsen;26105020; -   ; 16 ; -   ; -   ; -   ; 8 ; -   ; 42 ; 66 ;
CORDOBA;Calamuchita;Amboy;14007010; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 19 ; 19 ;
CORDOBA;Calamuchita;Cañada del Sauc;14007030; 1 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 1 ;
CORDOBA;Calamuchita;Capilla Vieja;14007040; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 5 ; 5 ;
CORDOBA;Calamuchita;El Corcovado - El Torreó;14007050; 52 ; -   ; -   ; -   ; -   ; -   ; -   ; 30 ; 82 ;
CORDOBA;Calamuchita;Embalse;14007060; -   ; -   ; -   ; 1.533 ; -   ; 1 ; -   ; 1.942 ; 3.476 ;
CORDOBA;Calamuchita;La Cruz;14007070; 10 ; -   ; -   ; -   ; -   ; -   ; -   ; 383 ; 393 ;
CORDOBA;Calamuchita;La Cumbrecita;14007080; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 250 ; 250 ;
CORDOBA;Calamuchita;Las Bajadas;14007090; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 28 ; 28 ;
CORDOBA;Calamuchita;Los Cóndore;14007110; 423 ; -   ; -   ; -   ; -   ; 1 ; -   ; 516 ; 940 ;
CORDOBA;Calamuchita;Los Molinos;14007120; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 44 ; 44 ;
CORDOBA;Calamuchita;Los Reartes;14007130; 29 ; -   ; -   ; 490 ; -   ; 1 ; -   ; 456 ; 976 ;
CORDOBA;Calamuchita;Parque Calmayo;14007160; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 36 ; 36 ;
CORDOBA;Calamuchita;San Agustí;14007180; 110 ; -   ; -   ; -   ; -   ; -   ; -   ; 1 ; 111 ;
CORDOBA;Calamuchita;San Ignacio (Loteo San Javier);14007190; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 11 ; 11 ;
CORDOBA;Calamuchita;Santa Rosa de Calamuchita;14007210; 1.272 ; 1.426 ; -   ; 194 ; -   ; -   ; -   ; 3.161 ; 6.053 ;
CORDOBA;Calamuchita;Villa Alpina;14007240; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 2 ; 2 ;
CORDOBA;Calamuchita;Villa Amancay;14007250; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 39 ; 39 ;
CORDOBA;Calamuchita;Villa Berna;14007260; 31 ; -   ; -   ; -   ; -   ; -   ; -   ; 6 ; 37 ;
CORDOBA;Calamuchita;Villa Ciudad Parque Los Reartes (1a. Sección;14007270; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 252 ; 252 ;
CORDOBA;Calamuchita;Villa Ciudad Parque Los Reartes (3a. Sección;14007170; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 8 ; 8 ;
CORDOBA;Calamuchita;Villa del Dique;14007290; 555 ; -   ; -   ; 256 ; 128 ; -   ; -   ; 947 ; 1.886 ;
CORDOBA;Calamuchita;Villa General Belgrano;14007310; -   ; 31 ; -   ; -   ; -   ; 1 ; -   ; 1.068 ; 1.100 ;
CORDOBA;Calamuchita;Villa Quillinzo;14007330; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 124 ; 124 ;
CORDOBA;Calamuchita;Villa Rumipal;14007340; -   ; -   ; -   ; 47 ; -   ; -   ; -   ; 974 ; 1.021 ;
CORDOBA;Calamuchita;Villa San Miguel;14007170; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 5 ; 5 ;
CORDOBA;Calamuchita;Villa Yacanto;14007360; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 7 ; 7 ;
CORDOBA;Calamuchita;Las Caleras;14007100; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 7 ; 7 ;
CORDOBA;Calamuchita;San Ignacio (Loteo Vélez Crespo;14007170; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 9 ; 9 ;
CORDOBA;Calamuchita;Segunda Usina;14007220; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 67 ; 67 ;
CORDOBA;Calamuchita;Río de los Sauce;14007170; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 2 ; 2 ;
CORDOBA;Calamuchita;Villa Ciudad Parque Los Reartes;14007170; -   ; 400 ; -   ; -   ; -   ; -   ; -   ; -   ; 400 ;
CORDOBA;Capital;Córdob;14014010; 47.778 ; 218.599 ; 44 ; 222.066 ; 1.218 ; 11 ; -   ; 4.270 ; 493.986 ;
CORDOBA;Capital;OTROS;Sin Datos; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 695 ; 695 ;
CORDOBA;Coló;Agua de Oro;14021010; 370 ; -   ; -   ; 65 ; -   ; -   ; -   ; 65 ; 500 ;
CORDOBA;Coló;Ascochinga;14021020; 121 ; -   ; -   ; 1 ; -   ; -   ; -   ; -   ; 122 ;
CORDOBA;Coló;Colonia Caroya;14021050; 1.056 ; 492 ; -   ; 6.263 ; -   ; -   ; -   ; 39 ; 7.850 ;
CORDOBA;Coló;El Manzano;14021110; 125 ; -   ; -   ; -   ; -   ; -   ; -   ; 20 ; 145 ;
CORDOBA;Coló;General Paz;14021130; 161 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 161 ;
CORDOBA;Coló;Jesús Mar�;14021140; 1.036 ; 3.704 ; -   ; 6.647 ; -   ; -   ; -   ; 18 ; 11.405 ;
CORDOBA;Coló;La Calera;14021150; 1.104 ; 6.632 ; -   ; 1.417 ; 316 ; 1 ; -   ; 496 ; 9.966 ;
CORDOBA;Coló;La Granja;14021160; 433 ; -   ; -   ; 1 ; -   ; -   ; -   ; 26 ; 460 ;
CORDOBA;Coló;Los Molles;14021180; -   ; -   ; -   ; -   ; -   ; 2 ; -   ; -   ; 2 ;
CORDOBA;Coló;Malvinas Argentinas;14021190; 1.025 ; -   ; -   ; 318 ; -   ; -   ; -   ; 229 ; 1.572 ;
CORDOBA;Coló;Mendiolaza;14021200; 792 ; 2.546 ; -   ; 868 ; 2 ; -   ; -   ; 215 ; 4.423 ;
CORDOBA;Coló;OTROS;Sin Datos; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 287 ; 287 ;
CORDOBA;Coló;Pajas Blancas;14021220; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 19 ; 19 ;
CORDOBA;Coló;Río Ceballo;14021230; 1.009 ; 5.616 ; -   ; 6 ; 1 ; 3 ; -   ; 444 ; 7.079 ;
CORDOBA;Coló;Saldá;14021240; 57 ; 3.756 ; -   ; 73 ; -   ; -   ; -   ; 271 ; 4.157 ;
CORDOBA;Coló;Salsipuedes;14021250; 891 ; 484 ; -   ; 9 ; -   ; -   ; -   ; 387 ; 1.771 ;
CORDOBA;Coló;Unquillo;14021280; 2.127 ; 889 ; -   ; 1.301 ; -   ; -   ; -   ; 603 ; 4.920 ;
CORDOBA;Coló;Villa Allende;14021290; 1 ; 6.397 ; -   ; 1.907 ; 4 ; -   ; -   ; 484 ; 8.793 ;
CORDOBA;Coló;Villa Cerro Azul;14021300; 75 ; -   ; -   ; -   ; -   ; -   ; -   ; 20 ; 95 ;
CORDOBA;Coló;Villa El Fachinal - Parque Norte - Guiñazú Nor;14021310; 350 ; -   ; -   ; -   ; -   ; 1 ; -   ; -   ; 351 ;
CORDOBA;Coló;Villa Los Llanos - Juárez Celma;14021320; 488 ; -   ; -   ; 499 ; -   ; -   ; -   ; 360 ; 1.347 ;
CORDOBA;Coló;Dumesnil;14021270; -   ; -   ; -   ; 33 ; -   ; -   ; -   ; -   ; 33 ;
CORDOBA;Coló;Mi Granja;14021210; -   ; -   ; -   ; 4 ; -   ; -   ; -   ; -   ; 4 ;
CORDOBA;Coló;Colonia Tirolesa;14021060; 1.596 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 1.596 ;
CORDOBA;Cruz del Eje;Alto de los Quebrachos;14028010; -   ; -   ; -   ; -   ; 6 ; -   ; -   ; 1 ; 7 ;
CORDOBA;Cruz del Eje;Bañado de Sot;14028020; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 8 ; 8 ;
CORDOBA;Cruz del Eje;Canteras Quilpo;14028030; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 2 ; 2 ;
CORDOBA;Cruz del Eje;Cruz de Cañ;14028040; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 2 ; 2 ;
CORDOBA;Cruz del Eje;Cruz del Eje;14028050; 1.266 ; 1.733 ; -   ; 3.058 ; -   ; -   ; -   ; 575 ; 6.632 ;
CORDOBA;Cruz del Eje;El Brete;14028060; -   ; -   ; -   ; 1 ; -   ; -   ; -   ; 65 ; 66 ;
CORDOBA;Cruz del Eje;Guanaco Muerto;14028080; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 17 ; 17 ;
CORDOBA;Cruz del Eje;La Banda;14028090; -   ; -   ; -   ; -   ; -   ; 1 ; -   ; -   ; 1 ;
CORDOBA;Cruz del Eje;La Batea;14028100; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 1 ; 1 ;
CORDOBA;Cruz del Eje;La Higuera;14028110; 15 ; -   ; -   ; -   ; -   ; -   ; -   ; 2 ; 17 ;
CORDOBA;Cruz del Eje;Las Playas;14028130; -   ; -   ; -   ; 1 ; -   ; -   ; -   ; 176 ; 177 ;
CORDOBA;Cruz del Eje;Los Chañarito;14028140; -   ; -   ; -   ; 1 ; -   ; -   ; -   ; 9 ; 10 ;
CORDOBA;Cruz del Eje;Media Naranja;14028150; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 60 ; 60 ;
CORDOBA;Cruz del Eje;Paso Viejo;14028160; 68 ; -   ; -   ; -   ; -   ; -   ; -   ; 36 ; 104 ;
CORDOBA;Cruz del Eje;San Marcos Sierra;14028170; -   ; 16 ; -   ; 429 ; -   ; -   ; -   ; 199 ; 644 ;
CORDOBA;Cruz del Eje;Serrezuela;14028180; 92 ; -   ; -   ; 10 ; -   ; -   ; -   ; 2 ; 104 ;
CORDOBA;Cruz del Eje;Tuclame;14028190; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 13 ; 13 ;
CORDOBA;Cruz del Eje;Villa de Soto;14028200; 584 ; -   ; -   ; 562 ; -   ; 2 ; -   ; 251 ; 1.399 ;
CORDOBA;General Roca;Del Campillo;14035010; 751 ; -   ; -   ; 490 ; -   ; 1 ; -   ; -   ; 1.242 ;
CORDOBA;General Roca;Hipólito Bouchar;14035030; -   ; -   ; -   ; -   ; -   ; 1 ; -   ; -   ; 1 ;
CORDOBA;General Roca;Huinca Renanc�;14035040; 572 ; -   ; 1 ; 1.294 ; -   ; -   ; -   ; 1.097 ; 2.964 ;
CORDOBA;General Roca;ITAL�;14035050; -   ; -   ; -   ; -   ; 171 ; -   ; -   ; -   ; 171 ;
CORDOBA;General Roca;Nicolás Bruzzon;14035070; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 91 ; 91 ;
CORDOBA;General Roca;PINCÉ;14035090; -   ; -   ; -   ; -   ; 9 ; -   ; -   ; -   ; 9 ;
CORDOBA;General Roca;Villa Huidobro;14035120; -   ; 789 ; 10 ; 2 ; -   ; 1 ; -   ; 1.099 ; 1.901 ;
CORDOBA;General Roca;Villa Valeria;14035140; 678 ; -   ; -   ; -   ; -   ; 1 ; -   ; 241 ; 920 ;
CORDOBA;General Roca;Santa Magdalena (Est. Jovita);14035110; -   ; 1.666 ; -   ; 37 ; -   ; -   ; -   ; 82 ; 1.785 ;
CORDOBA;General San Martí;Arroyo Cabral;14042020; 4 ; 393 ; -   ; 2 ; -   ; 1 ; -   ; 276 ; 676 ;
CORDOBA;General San Martí;Ausonia;14042030; -   ; -   ; -   ; 1 ; -   ; -   ; -   ; 1 ; 2 ;
CORDOBA;General San Martí;Chazó;14042040; -   ; 405 ; -   ; -   ; 4 ; -   ; -   ; -   ; 409 ;
CORDOBA;General San Martí;Etruria;14042050; 31 ; 1 ; -   ; -   ; 2 ; 1 ; -   ; -   ; 35 ;
CORDOBA;General San Martí;La Laguna;14042060; 524 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 524 ;
CORDOBA;General San Martí;La Playosa;14042080; 650 ; -   ; -   ; -   ; -   ; 1 ; -   ; 69 ; 720 ;
CORDOBA;General San Martí;Pasco;14042110; -   ; -   ; -   ; 1 ; -   ; -   ; -   ; -   ; 1 ;
CORDOBA;General San Martí;Silvio Pellico;14042130; 150 ; -   ; -   ; -   ; -   ; -   ; -   ; 65 ; 215 ;
CORDOBA;General San Martí;Ticino;14042140; -   ; 663 ; -   ; 6 ; -   ; 3 ; -   ; -   ; 672 ;
CORDOBA;General San Martí;Tío Puji;14042150; 565 ; -   ; -   ; 2 ; -   ; -   ; -   ; 53 ; 620 ;
CORDOBA;General San Martí;Villa Marí;14042170; 2.205 ; 15.333 ; -   ; 11.557 ; -   ; 2 ; -   ; 1.438 ; 30.535 ;
CORDOBA;General San Martí;Villa Nueva;14042180; 912 ; 2.242 ; -   ; 1.163 ; 1 ; 1 ; -   ; 882 ; 5.201 ;
CORDOBA;General San Martí;Arroyo Algodó;14042010; 159 ; -   ; -   ; 1 ; -   ; -   ; -   ; 226 ; 386 ;
CORDOBA;General San Martí;La Palestina;14042070; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 1 ; 1 ;
CORDOBA;Ischilí;Chuñ;14049030; -   ; -   ; -   ; -   ; -   ; 2 ; -   ; 102 ; 104 ;
CORDOBA;Ischilí;Copacabana;14049040; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 12 ; 12 ;
CORDOBA;Ischilí;Deán Fune;14049050; 1.836 ; 1.932 ; -   ; 740 ; -   ; 1 ; -   ; -   ; 4.509 ;
CORDOBA;Ischilí;Esquina del Alambre;14049060; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 1 ; 1 ;
CORDOBA;Ischilí;Olivares de San Nicolá;14049090; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 1 ; 1 ;
CORDOBA;Ischilí;Quilino;14049100; 196 ; -   ; -   ; 86 ; -   ; -   ; -   ; -   ; 282 ;
CORDOBA;Ischilí;Villa Quilino;14049130; -   ; -   ; -   ; 30 ; -   ; -   ; -   ; -   ; 30 ;
CORDOBA;Juárez Celma;Alejandro Roca (Est. Alejandro);14056010; 414 ; -   ; -   ; -   ; -   ; -   ; -   ; 280 ; 694 ;
CORDOBA;Juárez Celma;Bengolea;14056030; -   ; -   ; -   ; 269 ; -   ; -   ; -   ; -   ; 269 ;
CORDOBA;Juárez Celma;Carnerillo;14056040; 129 ; -   ; -   ; 507 ; 23 ; 1 ; -   ; 222 ; 882 ;
CORDOBA;Juárez Celma;Charras;14056050; -   ; -   ; -   ; 1 ; -   ; -   ; -   ; 12 ; 13 ;
CORDOBA;Juárez Celma;General Cabrera;14056070; 886 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 886 ;
CORDOBA;Juárez Celma;General Deheza;14056080; 8 ; 1.281 ; -   ; 3.464 ; -   ; -   ; -   ; -   ; 4.753 ;
CORDOBA;Juárez Celma;Huanchillas;14056090; -   ; -   ; -   ; 11 ; -   ; -   ; -   ; -   ; 11 ;
CORDOBA;Juárez Celma;La Carlota;14056100; 908 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 908 ;
CORDOBA;Juárez Celma;Los Cisnes;14056110; 2 ; -   ; -   ; 208 ; -   ; -   ; -   ; 39 ; 249 ;
CORDOBA;Juárez Celma;Olaeta;14056120; -   ; 65 ; -   ; -   ; -   ; -   ; -   ; -   ; 65 ;
